Top_up_Credit_Card_ID,Balanced,Credit_Card_Number,Wallet_ID,Top_Up_Date
CT00001990,173125.69,6295-8165-1884-4182,W000001990,2022-02-03
CT00001991,243197.41,6075-6620-7871-9020,W000001991,2020-01-29
CT00001992,70011.73,5797-1436-5196-9779,W000001992,2019-03-24
CT00001993,61343.74,9218-1326-1604-2625,W000001993,2019-09-07
CT00001994,236669.72,5881-1049-2311-2912,W000001994,2021-06-27
CT00001995,633191.01,8563-7776-9919-1007,W000001995,2021-12-23
CT00001996,800085.3,7996-9857-3479-6496,W000001996,2021-05-20
CT00001997,644887.42,2966-1728-3513-2612,W000001997,2020-09-02
CT00001998,428937.57,2140-6745-9380-5680,W000001998,2021-02-02
CT00001999,140896.1,3645-5268-0487-5532,W000001999,2020-09-02
CT00002000,62700.7,8149-4740-6725-4574,W000002000,2020-06-03
